10000 100000
6511 8514 2
7947 6216 7
1017 5897 1
3039 3908 7
4912 228 9
4156 7837 8
5417 6960 7
4080 28 9
7097 3444 2
935 3433 1
803 8350 2
2577 9386 1
2151 967 3
5256 4157 2
8171 8953 7
3185 4759 7
1915 1891 4
4117 8935 5
5013 8481 7
8397 9172 1
3681 5134 5
4253 1601 3
390 1291 3
2062 4645 2
7928 6414 8
1594 4140 3
5999 1709 10
4397 2568 3
4496 5437 3
5409 3073 7
9696 3080 8
6226 7289 2
7928 1493 5
8928 9979 2
1422 8220 1
6900 8786 4
500 3832 8
4696 9246 9
9976 5363 9
9704 6635 3
3774 9958 3
5832 7673 6
9978 8982 4
653 6339 9
6385 8165 3
1795 9878 5
2666 9557 1
1242 2366 7
6625 4819 6
5648 5915 7
2705 1708 7
9973 4534 1
1347 5582 10
3598 9247 1
5706 7969 4
7309 5174 8
879 3379 8
6064 9470 4
9684 5223 4
3986 2954 4
4443 1259 2
319 4841 3
6861 5511 3
7924 4763 6
6786 5665 8
1058 6352 5
8377 1959 10
3058 7056 7
3735 4373 1
4993 8802 10
7443 6901 3
9971 4391 7
6940 1406 6
9061 3132 4
5841 375 5
3436 242 9
785 9715 10
8585 866 1
261 9360 1
5772 5088 3
1828 4095 6
674 9780 9
804 3675 10
5575 1966 9
2014 324 4
1468 5691 3
6315 2817 5
7257 5325 6
9809 3746 6
7529 1678 8
1429 9188 3
3507 5048 10
3805 8326 5
3228 4985 2
8504 1944 4
263 8903 10
3346 92 2
1764 3650 1
5996 9253 6
95 792 3
5939 8304 9
3457 3020 4
268 9779 7
4685 9677 3
1473 1366 10
3430 8125 9
583 7382 8
6772 5421 8
8097 5639 5
9493 5296 3
3891 3986 4
1045 2439 4
6408 7573 8
5450 2532 5
7916 1237 3
9471 6429 8
8989 8219 4
5527 2608 7
4447 1948 5
3971 6608 2
6727 6362 4
6462 1460 1
7433 9536 1
7016 3382 1
8239 446 3
2012 4058 3
6092 5015 3
2524 4596 4
1447 7210 6
9116 7174 5
6005 1375 6
6625 444 2
7541 2101 3
117 4798 3
7979 6888 3
2373 2328 8
8038 3064 9
2177 6104 8
5218 7191 10
8276 802 8
9330 8594 1
3187 4539 1
1714 7993 1
9940 6555 10
7734 4756 1
498 4020 1
7692 8172 4
404 5710 6
4941 2955 7
5349 2802 3
2445 6273 8
2211 3108 1
3384 1912 8
8959 1457 7
1589 1433 2
2389 8973 7
7508 4403 5
297 9460 10
5650 7748 1
4624 6812 8
6183 5615 6
8420 4830 8
899 2932 6
4709 9988 3
8388 1914 7
5327 6285 8
7254 6207 4
2267 5285 5
5917 5530 3
1375 3466 6
3600 9954 3
3628 3838 6
143 2367 6
9122 1095 1
8789 7553 2
7904 1195 8
6911 6535 2
3699 9627 4
119 7273 2
4879 8362 2
4810 1952 9
2376 4215 2
2967 6341 5
6714 6445 9
338 9526 6
8431 7306 1
9955 6512 2
9777 5249 7
5684 1679 7
6735 3564 4
3380 790 7
601 6438 8
2698 5556 3
2778 4827 10
9366 7333 6
6108 922 10
6738 5998 10
2436 8798 5
1408 6378 7
791 3432 7
9583 5401 7
8691 8841 4
7140 3850 5
1281 1652 2
6335 7156 2
8341 1137 5
4997 1025 3
8149 1203 6
6100 4056 4
5320 5805 9
4300 5124 7
8239 5846 4
5352 9359 9
7198 5411 5
1522 8285 3
3974 877 9
4099 1547 5
8985 5577 5
622 3420 6
8935 1092 10
4402 9851 9
5323 8823 6
5362 5464 3
3753 3605 7
253 5618 10
4480 9294 4
2002 9829 10
1360 9697 5
9386 449 2
9558 2504 8
5985 6629 6
4108 2523 8
1951 8501 5
9661 3187 9
971 8918 1
8891 1849 9
3396 203 1
6489 3347 8
6901 3320 10
7930 5265 7
7977 6192 9
6241 434 4
744 2280 1
5147 501 3
8608 6382 1
1365 7344 3
3997 1794 2
8619 2352 2
4763 3214 6
5342 116 4
29 9963 4
9448 4381 6
2375 4850 2
2659 1611 1
7133 9639 6
8296 3250 5
9930 4764 4
8121 6947 5
6050 1858 1
2874 12 1
5804 3991 7
3818 3338 1
4058 9442 10
5080 9361 2
8998 3514 10
2449 8248 8
5389 9083 4
4463 5874 2
6897 1232 5
8357 7266 3
6894 9929 6
9724 6311 3
5908 9499 1
4374 4476 5
6074 4832 9
585 2242 1
266 48 5
1418 3290 10
4209 3554 9
6558 8691 7
6592 1103 2
359 1409 8
9364 2504 6
6163 2120 2
8437 7407 1
187 982 5
3077 7086 8
3169 3970 5
1841 7914 3
5097 8586 9
2317 1818 1
9116 2861 6
106 1812 8
7148 1296 4
7847 4390 7
7413 1117 10
5467 7691 4
2708 2114 5
9249 9050 2
3106 6426 9
9833 4660 10
42 5004 2
8785 2224 3
6854 3546 10
659 9862 5
1920 1121 10
6935 2682 2
3711 1255 6
7993 1609 6
751 8443 7
3673 4017 4
478 7997 9
6828 7518 2
3302 8589 10
2236 5792 9
4876 4247 4
9078 8374 10
8721 6467 3
7438 1867 7
3562 9739 2
8019 1264 8
7525 3245 7
3088 5844 4
7809 2548 9
4972 9542 5
2124 1965 3
6555 1756 9
5057 3871 2
4050 3882 2
9028 9492 6
9148 1669 3
9841 9142 1
8669 1882 6
4852 3712 3
993 8406 1
7968 3892 8
7398 1672 6
3930 4122 6
1051 9146 7
5466 2890 5
9219 5186 3
3474 2290 10
751 731 9
1642 6130 10
8695 4102 3
7221 5533 6
2832 5511 6
9186 3962 7
816 958 2
3613 9331 1
1377 5134 10
4524 1425 5
165 7687 4
1732 4431 1
650 4019 5
1695 7218 4
6224 1916 5
5430 2611 6
3176 7902 6
3241 2675 7
2371 123 4
2700 1987 7
7674 9992 6
2704 1206 2
6117 2176 7
442 814 6
9983 8138 7
8069 4946 9
2651 7521 2
9834 1014 6
3155 3428 10
6200 3743 4
5478 3056 5
4524 5365 10
1364 8909 4
908 3658 10
3434 282 9
7737 8583 6
2437 6853 1
7037 9194 4
8127 8771 6
6804 6210 9
1501 9033 5
7452 8647 9
7686 776 1
8149 4112 7
1120 1863 4
805 330 7
5323 5079 1
6461 3974 7
1575 3166 6
1991 667 4
1806 6537 1
5369 9665 3
2086 3807 1
4368 914 9
6872 4448 6
3485 4971 9
1553 9425 5
1231 2585 7
6775 2741 3
5703 9869 9
3679 7693 9
4309 182 5
4025 3893 7
7147 7103 8
2147 7192 8
8466 3457 7
709 3244 7
5609 1019 2
4163 7836 4
4143 6612 5
8297 7750 4
4599 3143 2
6928 5412 6
7852 1088 8
9426 9509 7
3689 3991 10
602 997 6
8509 9377 6
5480 5963 9
9763 2192 2
3498 3817 6
4536 3814 3
4828 5897 5
6340 5545 2
2698 8630 1
9185 4413 1
2457 4571 2
3394 2762 1
5841 3366 2
4332 3913 9
3874 9594 8
7060 6796 7
113 841 1
285 9453 3
3546 9142 10
9529 5155 6
9239 6844 5
6789 60 8
8959 580 3
6671 836 5
4283 6550 5
5689 6290 4
5079 4304 8
2006 3249 6
3043 7238 8
7694 1536 6
3825 5477 2
2610 4820 3
6976 6898 9
4070 9253 4
522 3022 1
3535 277 1
1728 8680 8
9573 9515 10
1745 101 6
3338 5986 4
8591 7153 3
7528 6249 5
8209 4611 2
7990 4717 8
3989 2296 10
6227 1278 1
361 5397 6
7647 8567 2
8249 6624 4
5178 2450 7
7397 3469 2
7019 4408 9
2238 7256 3
5997 2708 3
5600 4978 4
521 5859 4
1534 4147 2
569 4145 7
4984 2529 3
9220 9496 9
6791 6512 5
7733 5271 8
3679 4313 1
3440 4168 8
6093 53 1
600 44 3
9226 7444 6
1154 4827 7
6221 7187 8
3344 3955 7
8246 1919 3
9347 4362 7
7595 5907 1
8051 3052 4
6500 7017 1
4888 5024 4
246 9978 10
2743 6237 5
4892 1069 10
1618 4212 9
9895 6237 5
8428 377 3
7560 6137 9
8341 511 1
8753 8941 9
6677 8527 8
8139 8852 3
26 3414 8
7836 9661 10
2521 4730 3
4193 3332 3
1978 3149 10
5788 6240 10
1455 5375 1
9647 959 10
8715 5399 8
3 8013 8
2025 5511 9
9563 9061 6
8104 7003 9
5694 369 10
8648 5343 7
1119 636 9
8079 4581 2
2048 6151 3
6181 4510 9
6517 6950 1
4996 55 9
4070 7380 1
6314 8028 5
7948 1746 9
9029 4802 3
4140 369 2
7837 2127 8
3209 5835 1
9418 6966 2
4297 705 10
712 5147 7
7794 3284 10
9324 4819 6
1399 6179 2
8994 7599 1
832 2773 2
9143 5712 5
9095 8725 5
1281 7000 10
9635 8781 2
3187 5919 1
8799 785 10
8251 144 8
6120 8973 10
3933 2423 7
3797 9617 8
9765 2331 10
7766 344 2
6882 5096 8
2852 741 6
8289 5198 2
9419 1126 2
6871 1253 6
1230 6331 2
2154 5472 9
5909 2300 5
5737 3395 10
5788 4741 3
4275 5769 2
3050 6610 1
6636 359 6
6263 1808 3
5078 1194 6
4514 1576 2
487 141 9
397 3005 8
5598 6615 7
7399 7193 5
9930 8643 3
7763 9300 8
2635 3865 2
4926 7832 9
126 186 5
6147 3994 6
7800 3664 2
8381 7561 2
9821 2700 2
962 8669 8
5486 9840 5
7894 8838 4
9316 8809 1
6969 2260 1
5 9872 6
9200 7685 2
3583 166 4
4373 732 6
9772 872 3
7526 7419 6
9168 6016 10
5278 1070 7
4932 5966 5
7312 8301 2
7426 1159 6
4528 8773 4
9179 3517 5
6139 9810 6
7097 9591 7
8850 9706 5
4033 3142 9
4940 2448 10
9614 7555 9
8442 7456 1
2390 1146 6
5101 7527 6
5983 317 7
1100 6239 10
3490 9718 5
8676 8085 7
4508 3851 1
4641 8073 8
2802 6971 5
522 4980 2
3669 966 6
6013 5472 1
9573 8470 4
3664 6906 7
2247 7528 3
1725 8394 10
5284 4215 10
1121 8179 3
1294 8501 3
1937 1801 2
7058 752 3
2603 3736 10
6867 6572 1
7110 248 5
4421 5704 3
7888 4974 9
1543 2129 4
2081 4078 7
525 4948 3
4573 6134 8
9958 9133 2
9823 814 2
8010 6109 9
6382 2663 9
8049 4794 2
8804 3166 2
2764 5184 9
6257 1103 8
5715 5698 9
1904 7670 7
964 9922 9
7784 9987 6
2930 4437 3
1204 9679 2
3399 1834 9
2021 9806 7
6706 1031 2
606 1846 3
1662 9537 9
2457 309 8
3941 55 8
4661 1299 4
7407 3121 4
3240 57 7
6994 3260 7
7090 1059 7
1690 1528 6
1212 3574 10
4909 3271 3
8979 328 10
3615 5822 9
4027 2977 5
7991 6677 3
5911 2302 9
9363 4922 7
7698 2220 6
1944 211 4
5628 6453 1
4891 6523 8
705 7495 3
7720 4668 5
7921 2830 4
2750 7636 1
4830 5292 6
643 2511 5
4717 1387 4
1755 5187 4
2312 1049 9
6195 818 2
89 2307 6
7811 3468 7
2145 156 3
2496 8809 7
7202 9706 1
2567 8341 7
9663 7939 7
4117 550 4
5370 5084 9
3022 113 10
4612 8486 2
9788 9277 1
1461 1846 10
4328 5669 5
598 238 7
6227 1079 6
8973 4992 1
6870 7191 2
2877 7787 8
9709 6381 1
1173 5379 2
3470 2585 8
8954 5452 2
8548 8111 4
2850 6191 5
945 9015 8
8371 9221 6
1962 9956 10
7511 944 5
3633 3967 9
4918 9840 7
6620 4168 5
2354 7726 2
3888 4241 2
4619 1725 8
2717 1607 3
1716 7141 8
2244 1432 9
5097 7125 7
6556 1264 2
8158 7671 8
4402 2286 5
1481 6 5
6051 3216 10
125 6719 2
3512 4524 1
4324 5133 10
2415 3958 7
3044 2772 5
2172 4788 10
6052 7636 10
313 1673 10
9126 9063 5
4582 5190 1
5989 2189 9
9197 7417 3
2926 5488 6
9182 5943 10
4814 5122 6
8809 645 4
173 5785 5
8047 3082 9
5020 4230 4
3710 9906 2
6022 497 4
4149 6480 4
4852 8284 9
2949 5910 7
5068 8058 5
4130 5778 1
9865 2977 10
5437 3488 5
1449 6754 8
2611 3856 2
621 5373 8
303 8418 5
4669 6877 6
9147 6772 7
6328 6844 6
6548 4861 5
3805 5983 3
5419 160 2
438 3053 5
6039 8626 7
1283 9520 3
8571 1252 3
8535 5934 4
5713 1572 5
7762 3491 5
9966 9181 4
5120 523 3
3648 4655 8
6777 2946 5
2055 850 8
2819 8091 5
2199 8044 1
6830 3813 5
74 5073 4
3717 3465 4
8162 8984 1
419 8779 8
263 804 5
5918 5285 5
148 5363 8
3320 4234 2
3303 2972 7
8909 2005 8
8718 1742 9
9530 9006 1
5109 423 5
4039 402 3
7075 81 1
1388 7031 1
7695 572 6
7862 5745 3
9482 9466 8
1902 5454 4
4790 7874 8
4698 140 5
5424 1211 3
7491 2844 8
9076 1879 10
1385 9693 8
8433 3856 3
974 5071 9
2127 5610 8
669 4136 7
9067 8931 6
6267 8604 5
2247 4106 8
9115 6904 7
9735 1857 3
853 9874 1
3412 8052 10
1097 5178 10
6654 8687 5
3770 4066 8
1606 3297 6
4031 5245 9
996 5775 9
3459 3131 1
8241 5918 4
3042 6977 9
1440 4765 2
5899 9445 8
2022 6150 4
8368 4093 1
1083 4617 4
2678 68 4
6556 3989 4
6731 3665 3
8800 630 2
9505 6254 10
3114 9138 1
1326 5236 9
6508 2054 6
1182 6988 7
3181 1842 5
1708 7340 1
813 1102 10
8527 6028 1
4737 9610 8
5058 5943 2
8840 3818 1
5570 4466 10
8346 3617 5
5282 2027 4
226 1188 7
4075 1393 1
8632 1169 1
4955 4028 10
9844 1349 5
544 2432 8
2701 4517 9
3941 9570 6
8182 2886 9
4087 544 3
9972 2801 7
8772 7736 5
2394 583 5
7232 1134 6
7617 8598 7
4426 3971 7
6023 3566 2
8568 9426 1
1124 3380 3
9880 8040 8
9834 7641 1
1691 7661 6
3922 3975 3
1769 6682 5
7226 8244 10
8631 9255 10
6112 2194 1
778 7766 6
1777 1438 6
4476 1229 3
4891 1450 8
4317 878 2
7470 9373 10
3822 3230 5
4660 8418 4
6110 2059 5
3680 4148 7
3114 4216 10
371 9468 5
7528 6138 7
754 6870 10
203 1738 10
9909 6717 1
8985 7232 4
7990 3476 4
2331 9298 5
7861 2016 9
9901 6808 7
474 8765 8
7648 226 7
7704 4434 2
1346 7799 2
4181 1121 9
9677 3372 10
9802 6183 4
7283 4102 5
9337 904 7
3796 6821 6
3231 8236 7
8696 4938 9
4674 7806 8
2591 5987 2
8831 956 1
1319 8091 3
3470 6986 1
1662 3450 2
9799 6085 7
5339 3950 3
603 6023 10
7662 7474 10
7774 891 4
9268 9923 2
2518 2213 5
3983 4125 8
8273 6787 3
3963 3262 6
6112 6730 10
1222 156 3
2873 8549 2
6395 3680 10
6053 9404 10
664 6815 9
8884 150 8
2230 3679 6
6092 2340 5
9733 7072 6
7470 7661 10
8291 161 3
6578 2344 6
2981 441 7
7845 7793 6
1562 8848 8
784 6662 7
8080 6827 2
3180 7335 3
8514 6495 6
2240 7225 10
469 7358 9
8355 3900 5
6509 7662 8
6216 3980 2
9931 7062 6
1607 3661 9
4004 7623 7
5720 3162 9
7653 3894 10
7137 360 6
3706 7425 7
498 1796 5
2346 90 9
1288 5563 8
8985 1336 9
5677 3578 10
6161 1554 10
1993 5899 7
2434 9265 10
1754 785 9
2568 6883 1
8018 6455 7
699 9179 6
713 816 7
1117 4287 1
5595 1349 4
2454 5805 1
2776 8566 4
9407 2347 8
7096 4955 6
9049 3407 9
575 5870 3
7714 2333 8
959 6936 10
1114 4466 10
9490 190 10
5883 1989 5
4136 5603 5
551 8424 2
4434 7624 8
5803 3452 9
4458 1099 9
1294 4677 7
7508 5854 8
8254 8299 7
3317 4190 9
2720 7359 4
5731 7788 9
3562 1826 6
8353 5685 7
9039 3614 9
6902 1002 6
4807 4943 1
3370 2032 7
5418 9843 6
1900 2474 3
8447 1289 5
4299 6003 4
1807 8540 2
1360 2194 10
1528 230 8
9136 20 1
1161 7418 1
5054 8543 6
4204 1247 2
2472 3044 9
8847 3679 6
622 9862 2
4528 1266 6
5931 5805 9
7622 2558 1
8996 2198 3
46 4036 10
9831 5129 10
1770 2493 1
3970 5712 9
8136 8857 7
8729 3084 10
9973 6142 1
3571 1512 10
2743 257 2
4807 6582 3
1769 8763 4
862 4607 7
3757 1197 3
4869 6213 1
6055 1082 10
7403 8861 1
2272 2500 9
4570 5396 1
1465 111 10
4371 4267 3
8535 7379 9
8373 6274 9
4052 6708 2
3223 4981 10
5265 6992 2
5223 6154 5
5745 1064 2
1697 6138 5
8125 7160 3
8699 9880 9
4022 67 7
8619 5021 4
4625 6530 3
1312 4424 5
590 3711 1
4264 1254 9
8519 4163 7
9071 2883 1
3287 7057 7
3138 6175 5
6717 8472 9
837 8490 1
7620 1354 6
6755 1563 5
1541 5059 1
2646 6873 8
9987 4567 6
7927 3133 7
9481 9267 1
3309 1652 10
3922 8031 3
5056 1396 5
4043 1742 6
4764 1807 2
718 6997 6
8981 9327 4
197 1068 8
6259 2154 6
3374 9124 8
9717 638 6
7411 2796 5
6191 631 5
9936 5986 3
6817 3619 10
3172 4718 6
4919 3116 5
7827 4667 5
3911 1797 9
4805 2047 5
5111 6805 10
616 9939 3
9810 2391 3
5901 6677 1
7793 9901 5
3372 80 1
1215 9385 7
690 192 5
8028 6449 1
8543 7808 1
6463 8468 7
7143 5030 6
8787 1006 2
3600 9236 10
1220 9256 10
9631 641 9
1730 7907 10
2127 7161 3
3146 7063 2
5081 5051 2
9975 8390 1
8168 6384 7
2096 9166 4
2715 6976 7
2807 3480 9
8762 2459 2
1012 7537 10
5641 6130 9
2589 2755 6
3475 3598 2
5684 193 5
2789 3342 2
6497 3680 9
2978 9004 6
8235 6726 8
698 7210 8
4919 5986 5
1989 6091 8
8502 4722 10
307 5727 2
5193 9900 8
2383 4888 5
5476 3976 6
355 5862 1
3225 3158 6
7357 1572 8
6980 7092 2
6132 594 10
9127 1157 10
4489 8194 4
8150 6001 7
5750 7449 9
3220 9912 5
7241 7785 7
4861 3326 1
5843 6535 9
3047 7490 6
2847 8258 7
8725 4947 6
170 7805 10
7544 4377 10
7982 1710 1
1862 7024 1
3957 7331 5
461 5544 9
6754 7449 9
8662 129 2
8353 2876 10
2119 8816 4
4752 4946 1
7334 2793 3
5384 1840 9
9313 6746 8
8422 8466 5
8672 6949 2
5729 4350 1
2082 8948 9
1662 7098 2
9942 5625 2
445 2047 1
5243 8560 6
5571 7766 8
3726 5516 10
9450 1222 9
5499 3748 1
5426 6546 3
566 7958 3
9379 3860 5
1759 8916 1
7823 6141 9
8987 2318 6
9097 3883 9
7577 1641 7
9366 8485 8
4969 5434 2
3638 4429 6
9683 3757 2
4006 6672 4
5520 582 2
9793 4318 10
2931 8680 4
2802 3043 3
3895 8900 9
127 8683 7
2974 4649 1
532 4347 2
8076 6259 4
2731 9158 6
5568 3209 8
9177 4326 4
1125 3858 10
8779 5412 3
6850 6323 2
2098 5555 9
6837 6320 9
3240 7970 10
2113 7557 2
2229 2764 1
2875 2714 4
1524 4942 7
3723 3747 6
1706 6647 4
429 6153 3
6827 9191 3
4809 7318 5
2678 927 8
9934 3443 1
6910 8422 3
2537 2631 7
8003 3531 7
9057 3350 6
2618 1620 1
99 3635 1
1252 3557 6
7037 3527 9
5772 7180 9
2052 265 6
8846 7598 4
6673 6713 10
7298 7806 10
3808 9653 3
9823 4691 1
1588 7244 2
6828 5777 9
752 7929 1
1027 1410 8
4122 5579 7
6558 3119 10
660 7565 10
3887 8376 8
1263 6227 2
1752 7759 2
7626 5035 8
8237 2621 8
4157 2901 3
4122 9525 3
7601 3407 2
913 7943 1
2864 9395 9
5751 3180 6
7967 5227 1
1698 8409 3
3011 8073 2
2032 2823 8
2812 6142 2
1731 5612 7
42 7938 6
8838 2537 1
9969 1045 7
174 1429 3
2989 5344 9
8223 6570 10
4280 9744 7
3454 7861 9
6299 2428 7
6836 9137 8
5711 6140 9
5799 3538 7
4841 4505 9
6839 5247 2
4174 5169 2
4209 6330 7
7200 3324 10
2018 5384 5
1301 1357 6
4534 1284 4
9948 2151 3
8363 5027 2
2176 4097 8
4412 8678 8
1165 3265 1
1216 5342 3
6514 5218 4
4623 9945 10
5271 490 5
89 1817 2
6815 647 3
99 6898 6
9755 6038 1
9191 422 5
9182 8641 4
7859 3806 6
8160 2513 6
7857 922 7
5360 706 6
4680 4497 10
1308 3527 8
1941 4161 8
3431 4307 8
9128 5786 7
6090 5447 5
1116 2133 10
1790 1391 6
1016 7922 7
9407 6892 10
2624 3867 1
4108 3171 4
5613 8856 5
2150 3006 6
3722 2347 5
4073 2265 1
455 8071 1
4089 8647 4
2720 5339 4
7624 3714 1
3948 5023 10
9045 9729 6
806 9072 3
662 2258 2
1932 4150 3
1929 6616 3
4421 4965 1
2177 8728 1
7787 7159 8
1825 8562 10
882 4595 4
9127 1885 1
845 2414 5
4748 6461 1
1829 1544 10
5857 4155 5
434 4470 8
3620 2024 5
4686 3839 3
423 9901 2
2005 8377 10
2654 1330 4
1837 6195 3
477 366 1
3630 6124 6
8447 4843 9
8763 4547 8
5230 964 5
2139 7589 2
3524 6986 5
5611 192 9
600 7584 8
5789 4029 9
5140 9303 9
5222 2500 4
9556 5035 4
2542 9216 5
3817 2619 4
8065 3266 5
499 1682 4
8845 9430 2
7146 6149 5
9106 2858 2
5440 6424 8
1507 2285 6
3142 2106 5
847 2580 7
3969 2436 2
8796 9295 5
7937 6074 9
1120 3435 1
4596 134 5
4494 549 9
8882 6762 9
8203 1135 3
7091 6398 5
7686 4243 7
2612 530 4
9793 6439 2
5438 8936 8
7361 495 8
5533 3318 4
5304 9037 10
5496 4251 9
6094 9893 3
7979 7981 9
2932 4497 4
1067 3948 7
2646 9725 7
7432 227 8
155 1188 8
179 6350 9
2936 9599 7
9422 3202 4
1528 3849 1
8355 6922 10
1584 6850 5
5414 2197 7
6241 3910 5
487 7940 4
4926 7294 2
1279 1050 9
7878 1542 2
9273 5089 5
6350 6686 7
9500 3371 1
5115 5303 3
9673 9848 8
8222 65 7
6242 6313 3
3830 3055 2
932 6038 10
1794 8631 4
6205 3822 9
5756 8284 10
1837 1528 8
1799 1044 6
3688 6615 2
5507 7402 10
2669 5627 7
6274 3216 1
1252 9137 2
9770 8134 5
9057 6661 3
8985 3420 1
9479 7468 2
803 7014 7
3101 4215 4
453 2519 8
1374 344 1
7889 6786 2
1791 3444 4
3101 5690 7
1188 4991 6
2953 9283 1
8767 4727 1
1810 898 8
4709 3177 9
8729 239 5
7393 9944 10
106 1125 10
7946 69 7
5126 9292 7
4855 4725 8
9782 7696 8
9508 2800 1
2301 3601 2
2966 9296 4
6133 9883 4
9676 4065 7
2469 9138 3
5575 726 8
1399 8148 10
7908 6099 6
1849 4068 2
683 2052 5
7948 9007 7
1510 7117 10
9847 7651 4
5922 4197 10
6470 2851 8
9256 7738 7
345 4208 2
4781 6290 5
3368 9624 2
2091 3513 3
9358 3288 6
9749 9292 2
4018 2724 4
7715 1877 2
7641 2014 7
2631 5478 7
3324 5664 6
9501 9138 2
6239 3584 6
9005 4556 2
3192 9877 5
8205 2723 2
5835 9647 9
3035 7294 3
1523 9822 1
3351 4062 4
8605 3497 6
7936 4738 2
7903 8798 10
9373 8693 7
8131 200 4
1371 688 10
6243 9544 2
8753 2334 1
4440 6929 8
3141 7675 8
5031 6977 8
9918 2340 5
6778 8149 3
3378 2164 9
5219 2930 6
4500 9168 2
6078 1947 9
1674 266 8
938 7215 4
1526 91 10
6343 2637 1
2588 7716 2
4668 1391 5
5017 464 1
9472 6571 5
2063 9387 2
4590 3790 7
3624 4933 9
2462 5041 2
7727 9967 1
7799 7305 2
3395 8755 10
6561 6060 6
4776 7338 9
3846 7911 5
8121 6461 7
6668 8536 4
6792 9520 5
2542 5309 9
4140 4556 3
7767 6933 8
3971 9540 7
2785 5268 3
5893 5619 10
520 6076 2
4281 4355 7
3277 2425 7
4535 7097 8
7499 1192 9
850 1012 3
7709 5208 1
5950 7305 5
6506 8758 2
3007 6526 3
4949 2069 3
4377 5420 4
4589 3924 8
1252 1019 5
9454 1443 1
2893 3326 1
5582 5240 8
9647 1459 4
703 3416 9
3336 623 3
5886 8420 2
5154 6814 9
8140 1018 5
1854 5794 9
1412 4924 5
7069 6317 6
6776 2991 1
9450 1099 7
2505 7563 3
7293 1135 6
6031 5496 3
6309 7813 5
8254 4762 1
2226 9032 3
1202 654 7
1249 6396 2
6414 7724 5
3765 7028 7
3642 4997 10
3021 8003 4
6739 1778 6
441 2816 5
454 8325 2
3864 850 5
823 5539 3
9210 5780 9
9845 1244 1
4508 1227 7
6895 3484 9
8464 5654 8
8601 4847 9
347 9998 7
1963 1560 6
3154 6269 10
4325 8611 3
9154 1963 5
1421 2231 3
4526 4380 3
2950 7263 2
1921 3527 5
3413 6417 2
7741 643 8
8781 6801 3
2805 5246 2
8012 8381 1
6511 383 8
5364 3443 5
6204 811 7
2243 3212 1
8277 7956 10
2404 5482 4
3240 6857 1
4618 8917 4
5284 8378 2
8077 279 4
7354 3792 5
309 9888 5
3335 4322 3
6157 9697 3
7163 3707 8
2278 8031 3
2374 3864 3
7664 8502 1
2615 508 5
4841 318 3
8965 9954 1
4864 9273 8
3408 8788 6
1309 1202 9
4853 5659 10
9761 405 9
3758 5603 9
6343 1221 8
4971 2469 2
6068 7626 2
2883 4933 9
9975 7582 3
6859 5569 8
9298 346 7
8249 2322 1
2416 5414 3
8109 9761 1
297 4890 1
7181 2162 6
9441 3541 9
8951 6640 5
2354 5114 1
6845 2419 7
7707 8653 10
1265 6297 6
5367 2593 1
5816 2096 4
122 2069 4
2380 846 4
5989 2105 6
6994 9242 6
4322 468 8
7165 5616 7
6453 2880 7
9333 793 9
6786 1229 6
5330 770 7
2771 443 4
8964 9371 2
147 5293 4
2626 2608 7
7659 9931 6
7862 9416 8
1055 1898 1
7946 5019 7
5920 4403 8
405 5403 4
2473 6609 9
3023 4808 5
530 3268 7
7181 7932 3
3147 7163 2
778 5956 8
1334 807 10
3120 5150 7
9705 2628 8
5265 3234 5
3845 669 3
8447 3215 6
9340 1053 9
3661 2973 3
4035 1778 3
1590 5249 6
4963 4518 2
892 2686 9
8531 3176 4
9215 1730 2
2667 3065 9
7268 3486 1
9203 8101 9
8986 5673 1
4901 252 6
5120 6660 7
2088 3702 3
5800 4199 1
6959 5361 5
200 4276 10
5222 5724 9
4209 4019 8
2949 7118 5
1348 8526 4
9119 4838 5
8795 9373 2
8837 8115 7
2518 3473 10
512 7640 10
374 8769 6
7010 8012 7
5728 1349 5
5473 1603 3
5340 4348 10
6801 5386 7
7073 1522 8
4573 866 4
7688 3653 3
5313 9522 8
4318 1049 3
459 4698 7
3196 6062 9
5031 4948 8
3263 7813 7
9341 6866 9
2809 8655 6
2323 2529 7
3201 8279 9
20 5289 6
5226 2226 1
9791 7773 5
9 6156 3
519 5801 3
2674 524 8
7800 8554 5
4702 7856 1
5668 5653 1
553 1904 1
8793 8806 3
261 2280 2
3219 7059 3
7692 9476 1
9590 7120 6
2313 5280 1
3118 4348 10
7532 9562 8
378 7902 8
9763 3750 6
2945 8689 3
7822 4813 10
1090 3452 4
3308 1088 5
117 7799 3
6091 7761 9
4618 3204 10
1129 8686 10
2238 9936 7
7907 5046 4
5019 2405 6
8551 4836 2
766 1574 4
6888 227 9
4008 5185 2
4128 3277 4
8351 7021 9
6981 8703 7
9908 6592 10
5299 5732 9
4202 8703 7
7673 8151 4
9010 7077 5
6855 9525 9
8381 6068 6
4474 6947 7
1882 5718 1
6457 6176 3
4874 8844 9
7293 24 8
2415 567 2
8273 9803 5
3735 2159 8
6680 9147 6
4049 9578 8
6773 2188 4
5761 2603 6
2357 9125 5
3371 2978 1
183 7611 5
4340 1479 6
7532 1325 5
4135 537 4
8083 9844 1
6779 8480 5
4210 4316 9
1791 9504 5
1015 6190 4
6021 5582 4
5523 1909 2
9919 6328 4
1240 3369 6
3218 4722 2
9768 4752 3
2107 7317 8
6949 3642 3
6560 4287 10
3831 1885 4
8520 7366 4
1983 8316 6
3998 4766 10
